Number,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,
499,1.82806,5.00809,-1.49236,61.0889,28.1655,-83.2209,-49.3759,-14.9754,-68.0532,-14.9937,44.4502,-57.8356,66.6921,-11.8076,83.4895,-38.9752,85.9066,4.85549,-28.7454,-29.8807,
500,-16.2816,73.0766,99.3835,-17.4108,-27.2744,-25.0893,74.3217,61.2293,-44.0291,-66.0329,50.7248,-33.1828,72.8996,14.7008,18.0456,13.8096,-37.0342,-18.4362,65.7277,16.654,
501,21.659,45.9822,35.728,-37.7178,6.80867,-14.7679,-26.7678,-68.7246,-70.4276,-26.8777,26.6701,39.7321,-28.4036,16.306,27.6833,-55.7054,14.5054,21.4148,-92.1018,1.60832,
502,55.3514,-61.9922,95.6114,20.2124,-25.4006,-82.757,27.3354,29.7525,-79.9249,89.6115,50.3342,-40.0494,-53.1419,35.1665,69.6768,40.8918,10.0314,34.0068,90.4416,2.64596,
503,-83.2698,-96.6124,51.6648,66.5944,-58.9038,-19.0039,29.9966,94.702,-30.4117,62.0472,17.3437,-56.3707,36.9732,6.30207,98.4619,-76.8426,78.0206,-26.4626,58.1225,43.0403,
504,-69.7623,-38.3404,48.9547,-66.7348,92.0713,64.1591,-25.3395,60.0391,-6.92465,7.87683,24.894,-24.1127,-71.0379,13.535,-54.6373,-48.4725,95.4405,1.83417,-18.2287,-42.3444,
505,-58.4155,-12.8025,-56.9811,16.8798,7.60216,-69.9576,40.0617,59.5508,1.3886,-5.49638,-91.1802,-19.7241,35.844,-81.5241,-87.817,-33.0363,-76.1589,-60.1489,-86.9503,-92.4986,
506,-82.5312,18.8269,56.0411,-88.0917,96.1913,70.5741,-26.2856,-53.7767,55.6566,21.5308,-59.6973,10.4038,57.1947,58.0126,67.1255,-59.2334,62.1387,66.3503,-34.489,73.6686,
507,-36.5459,-28.5989,72.2526,98.8647,3.25022,81.5607,-0.918609,15.2501,8.62758,-98.0773,87.0052,49.852,-4.40382,73.516,2.02338,93.6827,80.1752,-62.6576,-89.8373,-62.2486,
508,-5.63677,-45.1949,35.0932,92.8648,28.3486,-90.6552,96.2462,-32.9997,42.1552,-90.1791,-49.2965,63.0604,-12.2471,33.2011,0.418103,-92.0103,-82.9218,56.4257,-52.6536,-71.2516,
509,25.8278,30.6864,-19.5837,33.3354,20.0049,68.2791,28.2388,97.2777,45.0117,38.3526,66.4602,-34.2326,44.9812,-89.9533,89.2148,57.9577,64.0492,-47.4899,-9.36003,92.9868,
510,-33.4452,-23.7709,-61.9068,-16.5319,26.896,91.1069,32.0353,63.8295,83.8313,-2.41401,43.852,-80.4193,-95.0743,-11.7466,-8.87173,93.3164,-42.2285,55.6932,-8.56044,27.5979,
511,-84.1365,-34.3364,98.4558,-98.5046,12.4546,-55.6383,-89.3429,50.1633,52.092,-18.9489,-97.9675,-94.5616,-67.9678,-2.01117,19.8645,39.6039,49.5529,17.4413,-88.6105,-75.0908,
512,22.9041,-17.6611,-25.8583,92.7793,81.5302,57.5243,36.7046,58.8611,-87.4203,60.3137,-36.6985,6.64998,24.2714,23.9112,-87.8658,19.3579,24.8024,81.5241,-58.5925,80.1813,
513,-71.4347,87.8414,5.97247,30.8206,-36.2346,84.6919,-23.0018,-47.38,76.9829,-5.96637,-48.7533,24.601,-56.4013,-83.7458,54.0941,-2.84128,-60.9851,51.7502,-89.0683,-79.3207,
514,-43.8582,73.4062,46.2081,-62.7674,48.6068,46.9161,88.2015,-57.0666,-78.9239,-2.97555,-65.392,12.1494,-52.6048,22.5501,9.28068,93.7071,1.37639,-77.6727,36.0332,36.4177,
515,64.9953,4.56862,81.1335,-12.1128,99.707,98.0834,-3.84228,-36.2774,-47.8134,-80.3827,55.7238,6.84531,-99.0417,-27.2988,-11.6611,70.7694,-75.4631,60.8509,22.5135,9.00601,
516,-12.186,65.3432,-78.9178,31.6385,28.6721,23.9296,-65.7521,6.52791,-57.2436,24.9916,40.379,6.12507,94.5433,-42.0148,53.9232,-30.1248,-51.5366,12.3631,89.3429,-62.7613,
517,98.883,66.6067,32.194,97.1313,97.6501,29.7403,74.1813,21.5064,97.0092,-14.243,57.5854,-7.91956,3.61034,66.3076,-60.9546,-9.49431,24.1005,-96.9848,-24.7841,98.4191,
518,-55.8092,-27.0608,-89.4955,58.7512,-84.8079,98.0895,71.3797,69.7195,23.4535,83.6482,-52.9466,-18.8635,-50.9445,-65.3127,67.6077,48.0758,72.0817,-43.6995,63.1214,25.6203,
519,-78.5333,41.0688,26.8593,-45.4268,-87.1517,28.196,90.0326,-24.3446,75.2556,-83.0866,-8.38954,-21.7994,-31.5531,91.9858,-58.6413,-3.01217,52.1958,38.1756,49.0463,-33.2255,
520,3.79956,22.8187,-34.7636,60.1062,97.7783,-45.0606,-80.3766,16.1656,-69.7562,-66.1367,10.361,-20.6214,21.9214,5.28886,8.13929,45.4451,-6.5096,-85.0826,-16.3182,10.062,
521,-47.0809,-23.5267,-36.1187,59.3005,-77.1172,-44.1939,-74.7307,-10.5136,-77.337,-59.9353,-77.0745,43.5346,-9.83001,-7.87072,44.7493,-65.6606,63.274,74.9016,78.6126,74.7978,
522,-98.529,-53.1724,-1.63274,-70.1041,67.1804,-87.0663,71.8314,-24.5155,7.48008,28.3364,-99.4568,13.535,8.69472,-95.6359,20.8472,-94.6226,57.1642,52.3545,69.0664,12.3386,
523,15.2501,57.6952,88.3358,-33.018,-2.3957,-46.6903,-98.6755,28.0557,64.0065,-91.1618,56.3768,19.5471,-44.554,90.3012,-55.5284,-42.5275,-87.0479,-36.2957,56.6515,-42.143,
524,54.1124,11.5574,84.2097,48.851,-50.145,24.1737,26.3161,-46.617,-29.9356,-66.3869,-81.1396,-56.7797,91.6929,41.8317,-11.2094,-29.6976,-8.3285,-49.2294,-36.9366,86.5963,
525,-78.4967,-66.1061,61.3147,-95.3673,62.0228,-46.1165,47.9049,84.0327,99.4751,53.7156,53.502,-22.1595,-96.997,-72.4662,-2.74972,-69.7928,41.7524,-30.5094,98.291,-14.7252,
526,93.8414,-14.6947,49.7665,90.8139,-79.754,83.0683,-17.5207,4.89212,44.908,30.3507,47.2335,64.7755,60.3992,-55.2721,86.6024,38.0413,59.2944,43.7849,43.1684,-7.72424,
527,-26.1147,-34.8735,-16.8126,-1.45573,-42.9609,4.92874,-86.1629,-94.1893,78.2586,28.9834,81.1884,-91.5342,-40.202,84.5576,-42.5031,-96.2279,-76.0674,-81.0907,-84.9727,89.0072,
528,80.7978,-44.5479,12.241,-3.99487,-74.5659,18.0456,15.1646,-93.0357,57.4511,-70.5679,9.56755,-66.6677,10.0375,-52.1775,-21.3538,-16.6967,16.4098,31.4188,5.60625,65.0807,
529,4.34278,99.2981,-39.9213,-16.6295,-55.6261,21.8116,22.9102,8.42006,-82.3969,-6.75375,6.63167,82.5861,-75.5852,38.9813,-38.3709,81.2433,65.2028,84.4173,38.3038,-20.2063,
530,-55.4674,-89.3124,-57.2497,-43.0891,-66.1977,43.5408,-29.3374,39.1888,-62.4378,43.7056,-50.0229,-11.8076,-45.3658,35.0139,-70.4886,-22.2388,83.8496,41.3007,58.1103,81.7194,
531,-39.4757,85.5342,22.6905,-95.3185,70.8182,92.053,-4.0315,91.821,-4.532,54.4298,-27.134,36.5703,-62.0167,1.18717,6.88803,17.4596,1.8952,60.8326,51.561,12.9978,
532,-4.30616,20.5542,79.3512,-69.689,-88.2504,67.0705,69.7256,-51.7441,11.3071,-27.4392,75.8171,19.9133,83.8008,51.4939,-62.9261,-90.2768,18.6926,-81.695,-7.03452,82.1589,
533,-37.8765,77.0135,-21.1402,-75.7805,29.4107,95.5077,33.3537,88.5739,66.5273,-42.6313,-38.9935,-87.8903,-94.879,-80.7489,43.4614,-98.5107,76.8426,-62.2181,62.3524,63.3412,
534,-17.1178,-97.3449,95.2391,-2.78634,65.9108,-95.6908,-13.8524,-19.1687,78.4845,-85.0887,96.6552,-74.0715,-74.3217,-35.4717,-18.1799,-87.4081,12.5889,-16.7516,96.7345,-79.1131,
535,52.9466,1.8891,-68.6514,-87.2188,-44.4868,31.7667,-98.3459,-61.8213,-47.7584,17.6305,96.0082,61.9495,-72.0939,69.2434,49.1745,43.8459,67.2719,-3.63476,-4.07422,-56.3585,
536,68.3218,-8.005,77.3247,-33.7809,86.9442,-20.9265,18.5217,-57.4877,-25.3639,-50.2365,39.1278,75.28,77.0928,-25.2297,-65.1479,85.2107,40.0128,24.7963,1.40691,-6.99179,
537,-22.1778,9.35392,-53.7217,94.0733,-0.784326,74.2302,22.6234,63.9454,-41.2641,33.5734,6.03961,9.73235,19.2724,75.2861,-90.5881,-30.6681,43.7117,87.2494,45.6465,80.6329,
538,-14.5054,-59.0075,-90.6735,80.3156,-79.2718,99.3103,11.7405,-94.348,5.64897,38.2672,-42.9975,67.3147,-48.4054,-5.79547,-93.5484,51.6098,-30.1187,-96.5575,-78.5882,44.8714,
539,44.8347,54.5946,-61.1438,9.39665,-52.8794,27.0974,-56.4867,34.7087,-91.8455,65.4775,-72.5822,58.9038,-6.05792,60.7349,6.59505,22.9835,-29.4961,3.89721,-2.95114,-32.0231,
540,46.9832,-90.7773,-91.0154,67.217,97.3998,-69.3716,40.5805,-31.5226,48.149,-69.0115,-89.0255,49.6689,-98.8159,37.2539,-27.8542,87.7438,-41.5265,76.3726,-23.9662,-40.3546,
541,-81.7194,96.0814,78.1854,-66.9362,51.4512,-28.666,2.98166,53.9109,53.917,-19.9438,81.6523,-94.7142,-80.1813,-58.623,-41.673,-43.6628,-56.6881,-25.5593,-22.837,-23.8014,
542,-83.6543,-27.7444,64.5436,-5.93585,-5.11185,59.2822,62.7125,88.8607,-45.4146,-65.0197,88.3358,-18.8879,13.0222,-58.0554,8.9816,63.4205,87.7743,-77.2637,-7.76696,28.3548,
543,50.615,66.6067,-74.4926,6.00909,-12.8513,73.3879,19.5532,-44.1084,13.0161,-53.0625,-35.9355,-53.8194,75.4875,59.5386,-43.6995,-0.851464,21.8116,83.4346,93.5423,37.0525,
544,69.396,15.598,76.9036,-26.4626,-75.4204,-27.0547,-89.6542,2.35298,-86.6573,31.5348,-6.03351,11.5146,-6.13117,74.5659,-64.0492,-65.7887,24.369,85.2412,44.5112,3.66527,
545,27.5613,-29.5389,-63.4571,-3.67748,-76.1773,21.5979,-54.3016,-69.2923,14.713,64.3239,-0.332654,19.3762,25.6081,49.0341,73.8395,62.7186,-18.1005,26.1147,43.6018,-38.8714,
546,-28.074,-93.5545,-33.9396,45.4695,-71.1661,14.774,41.3495,11.0813,-84.051,62.3829,-3.75072,27.897,-42.8999,-1.8891,-95.3917,94.7508,-23.8807,70.7877,-59.7583,-89.5505,
547,-4.99588,-21.7139,-97.5768,-35.4595,93.4019,-25.5959,74.6086,67.687,58.9831,10.4587,-34.2753,75.0359,20.2734,39.9762,-45.6893,-9.90326,5.78326,-83.5383,-81.1273,-83.6116,
548,-81.1212,-21.25,-32.2733,50.6882,-2.42622,-91.5708,-61.6382,22.5501,1.26652,-55.1561,78.7225,-91.6257,-55.5956,27.4514,53.2517,97.6196,-58.5559,-4.30616,26.4138,79.7296,
549,-16.9408,63.3229,1.28483,33.5734,-18.424,76.458,-15.8666,30.3079,25.4189,89.7031,78.1365,5.47197,71.2332,84.698,89.9228,-9.29289,-24.3507,-56.914,-73.87,-82.342,
550,-62.3279,50.0778,-45.671,-53.1968,-30.4361,-64.6107,52.7573,-49.1562,4.54421,59.4348,-43.1928,58.6596,-27.3171,77.282,46.556,-24.6864,-95.941,-55.9862,2.08441,-94.1099,
551,-31.3761,-26.6274,7.74865,-36.1064,-3.14646,-50.4563,-22.2144,-24.7169,-1.35807,92.346,-86.2362,-41.8195,-16.245,36.5337,75.457,-2.63985,61.9678,-83.1172,22.6234,77.575,
552,82.6777,37.8582,-11.3742,-85.1985,7.52281,-5.73443,63.8295,-8.6642,63.2496,2.35298,92.761,-95.0987,20.5603,-42.1796,96.1241,1.19938,-49.852,56.3829,-5.38042,-74.0593,
553,-54.1368,-13.889,86.1812,-62.1326,-1.01016,-81.6156,-39.0912,32.4198,-95.2086,40.9345,19.7546,-38.8165,-48.8388,66.6494,0.613427,87.0602,-74.0165,8.40786,-58.6291,72.9362,
554,-37.9376,81.7499,-17.7709,94.3663,-49.0707,-88.3175,88.3297,69.512,45.8357,-65.1296,-93.878,-93.939,-16.892,12.6316,21.952,-84.6431,-0.924712,-93.7132,-77.8619,-91.2839,
555,-69.1458,-22.9225,-99.8779,88.7326,25.7607,-86.7916,97.2533,93.1577,10.3549,-22.5745,-32.9203,21.1646,75.6706,-14.2674,-49.3698,-61.2293,-87.2921,54.149,-11.0813,11.9968,
556,-31.6935,34.1533,-88.2076,-8.68862,-19.657,29.1177,55.443,69.7012,99.8474,-83.5871,-42.4665,53.8926,-46.2386,47.9965,95.0255,-54.1551,69.0603,75.8171,44.8592,47.5143,
557,-63.5426,64.4765,-69.7684,94.7752,-33.5978,25.6935,50.4868,-59.1174,-55.7421,80.2423,-34.2753,39.8968,-10.831,-27.7566,45.0911,-14.066,-79.7296,-54.1429,-42.2773,73.1559,
558,-45.5428,-23.4046,-33.9335,46.0128,-2.24922,-14.1881,82.9463,-4.92263,-13.6448,4.12306,3.92773,74.5231,-37.138,-0.900298,21.604,-98.0773,69.8477,38.3221,-71.4652,-5.13626,
559,-58.8122,-92.1873,-69.2801,21.775,18.2409,7.77307,-46.5865,-81.402,92.1506,13.2786,-3.40281,-42.906,35.1726,21.5918,-17.4718,84.5393,19.5776,29.9783,-66.5273,-51.8113,
560,-65.508,-19.1565,83.459,62.9688,63.8417,79.3634,76.6594,-78.3258,-95.8129,62.8101,-90.0388,-43.0891,38.7493,39.3902,16.5807,-73.1132,-49.2782,17.3131,-70.2933,89.8068,
561,-32.9447,53.3738,-4.38551,-36.8755,-46.2447,18.894,88.4152,-4.26954,-97.2472,-75.0725,-43.7971,94.0489,64.4337,46.8734,99.3774,-16.538,-10.8127,-39.8846,-81.6889,89.3796,
562,-86.9137,-14.1697,-83.3247,-96.1547,60.0208,-62.6759,52.3484,11.1179,34.1349,81.3349,-22.8919,-64.684,84.2586,-8.3224,-10.2023,-99.7314,-40.788,-57.8051,89.2392,29.8074,
563,0.381482,-36.3628,-25.0465,-79.0948,-55.2843,71.2455,31.9926,90.0937,65.331,-40.8734,-20.4505,-33.6955,15.7262,-94.2015,-78.8385,78.0694,-50.5783,89.7885,60.332,53.8926,
564,92.7366,-71.1966,53.6119,-36.3384,-14.4444,0.955224,-28.3792,64.3788,-23.8807,58.8488,44.6089,-29.4473,-96.1119,66.924,-37.9742,96.6491,-91.6868,89.6481,-86.6817,-42.8938,
565,61.8519,-34.8308,3.55541,18.7231,-37.8643,-79.9677,-61.5833,48.0636,89.4894,-61.9984,-71.3309,81.3227,-74.456,-74.2912,-94.0611,75.1396,51.9517,89.8007,-98.1201,86.1568,
566,-10.7089,77.5628,56.8041,8.1576,83.459,30.2469,-83.2392,56.9628,-64.5131,-67.3086,49.6384,33.079,-99.53,64.9892,60.4968,66.57,33.4758,7.19931,54.4237,-12.479,
567,82.5983,-75.2983,-94.702,-37.7544,21.2744,21.0181,-62.0167,11.6001,-30.839,50.853,34.7636,61.8641,61.0157,-26.0231,-19.6142,-77.2149,-68.395,50.1511,59.6362,-95.8495,
568,-64.1469,-15.8605,82.6594,74.1203,37.553,13.3213,-71.8864,-80.047,63.1947,93.4995,-67.1316,14.6458,8.4811,-54.6312,-57.3778,-71.1173,-30.8756,-10.3549,-96.9237,-66.625,
569,-3.61645,41.7951,39.3353,92.1445,-5.64898,56.1449,-71.3248,29.1604,-34.2021,-37.1868,85.4488,64.9525,-76.397,-0.302136,-27.4758,87.4081,-19.3274,-95.3185,-47.203,84.405,
570,-5.58184,-54.796,31.1014,48.9608,-77.4163,27.7566,-82.8303,45.5123,94.3968,97.3998,-34.9529,9.82391,71.1722,40.4645,-13.95,78.2281,-85.7723,43.2783,91.5098,87.0357,
571,39.848,-46.9955,-13.6692,30.5094,-4.64797,34.8308,-27.9641,-75.7805,-72.2404,-36.8145,-19.8462,-77.5262,-46.91,79.0948,-23.2948,16.2877,87.3653,23.5694,27.6955,96.6796,
572,-50.2792,34.0007,81.2983,-24.1615,-55.6017,81.3593,73.6564,-74.1936,84.9239,-34.3242,75.3349,-61.2903,23.246,63.9088,-11.7161,41.5082,-88.6898,53.0076,14.4627,-38.8592,
573,87.3409,2.35298,-42.3261,31.9254,76.0003,-61.9678,88.4518,44.9385,-2.57271,33.1523,-38.4259,-60.5518,95.7823,-43.1562,71.1905,34.611,-84.814,78.2647,11.4292,-50.4379,
574,-44.5112,-10.2206,14.951,1.3947,2.7131,80.694,30.3385,-95.1415,-59.3371,82.3542,-92.2544,-47.1358,36.9244,-12.656,-35.2458,-12.0151,59.0686,88.2443,18.9367,-47.1969,
575,-40.0922,70.6351,-26.7373,-62.1326,-15.0731,-89.7214,-89.8251,6.26545,70.5619,50.4929,-6.14337,73.8578,14.0904,-86.4742,71.5506,12.9124,-87.2372,21.659,90.5271,-4.31226,
576,64.4887,36.8511,39.8358,-80.517,70.6473,-37.9986,61.0706,-40.8185,96.5087,87.0357,43.6018,-97.1557,-49.7421,-54.857,45.6343,-66.3076,-59.8804,-30.4727,25.37,-65.0807,
577,63.9271,-2.67648,-80.224,-75.5303,58.0798,-54.1978,16.3671,-73.0033,-11.5513,-10.0192,24.3751,-87.0846,30.4361,-69.7623,-30.8206,-67.3818,59.4226,66.979,-23.8136,-63.5182,
578,25.9804,-17.8137,28.3425,-8.8229,36.8877,-3.8789,88.9767,49.9985,53.1968,37.0342,29.4229,72.7165,-51.2619,-96.2401,-26.487,-91.8393,97.3449,95.1354,-54.9242,-94.8424,
579,59.0136,-2.24311,-4.72121,52.6231,-47.557,84.0754,68.45,-16.8249,-12.5217,-52.7573,59.9841,79.8456,-57.3656,-9.21354,-1.61443,-3.85449,96.4232,-81.7804,12.186,85.5953,
580,-98.5595,33.4269,-96.7833,63.9821,-76.0674,71.4103,-0.216681,32.5236,48.1857,5.38652,67.8274,-70.7144,-61.3636,24.8024,21.8055,-6.27155,-40.2509,19.1198,76.165,-34.7148,
581,-47.8072,0.692773,-6.72323,1.72429,-67.4062,-47.8011,-88.3786,-28.2998,28.0496,-63.9515,-64.1591,77.337,45.201,-16.1229,-77.4285,0.265515,90.6796,27.3232,28.4646,-77.868,
582,-42.0942,11.9114,61.095,96.3622,4.30616,92.2544,13.1871,90.8383,44.615,-85.3633,-13.2725,-82.5983,58.9038,-15.8483,11.7832,-68.865,-72.747,-94.1282,18.4423,-12.888,
583,90.5942,-68.3218,4.90433,-81.2006,-5.17288,92.3093,33.4636,28.4158,-99.8474,-90.4111,-19.4922,-75.4326,66.3564,68.3157,-44.2,-57.9577,53.1846,-46.7696,-30.8939,-84.3989,
584,71.8925,-65.3493,-52.0066,-57.4938,10.1291,29.1116,-10.9775,-84.2158,-3.36619,-94.8729,-73.8334,80.9809,52.0981,-91.5891,30.1309,33.787,97.235,84.6736,71.6178,69.9149,
585,3.48827,71.2027,46.2508,68.1021,92.2239,-84.8994,-0.741601,98.2116,81.4814,-40.3668,-90.759,97.882,-90.8444,-32.3222,-35.9172,80.0165,13.1382,2.12713,51.6831,-42.497,
586,41.5021,28.2083,-84.344,-8.28577,96.2096,-54.088,59.5691,82.8486,-86.6024,25.8095,-3.3784,29.3374,79.4061,-20.7801,-36.8511,-7.49229,80.5475,17.4841,95.4894,33.6894,
587,-48.7655,-51.8662,74.5598,-51.8662,-69.3533,-46.9894,-59.7278,36.6314,30.4239,-20.8716,34.3608,66.8813,91.583,92.5108,47.8378,-45.1094,55.1317,59.1601,-28.2876,-83.3186,
588,84.2097,42.7534,17.5024,-88.1893,-3.3906,35.4045,9.27458,41.8928,-75.5119,40.8918,92.4986,23.2765,-55.211,61.1683,-5.88092,-92.0713,34.4768,-1.80975,-58.9038,47.8072,
589,-1.74871,13.9866,66.7409,-22.2816,65.3737,-29.5572,80.9198,-42.9487,-43.614,58.7024,91.052,-47.2335,40.434,72.8996,-83.7153,8.9877,-13.3579,-92.822,75.7683,69.866,
590,-81.2922,-19.779,-26.2612,41.9172,35.612,38.8897,94.0184,-73.5405,69.9088,-8.78628,15.4698,50.9629,-85.8394,54.7777,80.6879,82.989,-39.0301,-52.8489,-67.7663,-9.88495,
591,65.1967,6.06403,-78.283,-34.5439,-34.0678,52.2202,78.753,50.3708,-52.6841,-49.7971,65.0502,-51.7502,-68.4011,47.2884,52.8855,56.3585,-58.9404,-9.26237,-85.4732,71.9657,
592,-84.6614,-38.1695,71.5323,40.849,40.0372,-61.8336,28.1411,-48.3139,24.369,-39.433,-1.50456,25.1991,-98.4558,-12.7659,65.7948,69.5791,4.77004,76.3787,13.242,-6.97348,
593,-43.4736,73.8762,-61.1927,-6.66219,-42.0392,56.7186,42.143,20.3101,75.7927,96.6735,-0.43031,-45.4024,10.4038,-80.8649,-38.5296,-28.4097,-37.8033,-50.499,-21.7505,-53.325,
594,-23.2276,62.0838,-6.99179,-50.1999,77.1722,9.27458,-5.26444,21.6163,-57.561,-0.82705,-51.7441,-14.4444,71.4164,55.6139,2.3896,-84.5576,62.92,-97.589,5.97247,-14.89,
595,28.6538,37.2234,-56.1876,88.9157,-80.3644,14.7679,-90.3012,-78.515,-26.1879,22.0069,78.0389,35.5144,94.6898,-12.5584,2.32246,9.4943,85.7723,-60.3992,-63.9088,-78.0389,
596,3.01828,54.1368,6.59505,-4.80667,34.8003,-54.6251,76.9524,34.6233,3.59203,74.1203,-33.4635,-43.7178,-1.15665,54.8021,14.8167,24.6132,10.007,1.8891,61.2354,4.07422,
597,-13.6937,-8.44447,6.55233,-41.85,-67.0217,2.43232,47.6669,-15.3966,-11.063,-78.8751,-48.6129,-15.2928,85.8394,-95.7091,99.3652,-34.9101,55.3026,8.56655,-26.7739,32.4076,
598,-71.8558,69.4021,-59.8865,-34.0373,93.3164,-85.7723,-8.50551,-16.422,-30.3323,-25.3517,94.1038,19.3213,-37.7056,-19.2724,-96.9909,53.2578,-23.7342,-37.4554,-26.6884,-34.5256,
599,94.995,-98.236,-55.9252,-73.8334,-9.8117,-58.8244,72.0573,-11.362,34.6355,-83.3552,-70.8426,-20.4505,13.0894,37.9437,-49.8459,-41.3312,10.3244,14.8289,69.8111,85.7723,
600,-85.0764,98.2971,3.28684,-26.5908,38.4625,39.5917,-45.7259,21.3111,65.8254,24.2775,69.4449,-64.5558,42.7229,23.0384,44.4929,-63.4877,-85.1497,-93.4141,75.1335,-54.7838,
601,-98.9624,53.9048,57.2069,-88.2809,-40.727,-92.3399,55.736,-81.6645,51.3352,76.6045,-92.9563,-28.428,40.1105,48.6068,-75.988,9.3112,88.4945,11.5635,-80.4682,69.4632,
602,82.9585,-26.7067,-33.6711,-34.0495,52.9954,10.2573,47.496,-73.6076,85.6136,-34.2387,-65.6056,11.0385,-7.85851,-23.8685,88.3785,6.21052,83.9045,77.6971,70.7633,-1.76092,
603,-17.6672,91.1069,29.7647,-32.0841,-55.7237,91.7173,62.2425,52.0005,26.2856,-55.4735,-14.7069,-28.7088,-5.61846,40.556,14.9388,-33.195,-85.4244,70.8121,67.1926,-20.4444,
604,51.0666,-94.2625,-43.2478,51.5976,30.3385,50.6394,-87.2982,-15.6468,-74.0349,15.5004,73.4916,-11.9419,39.8968,27.2805,-8.94498,-60.3442,-25.9133,12.9307,-82.6472,16.1046,
605,-62.4683,69.6768,54.6861,81.341,-39.317,-48.9731,-17.0568,84.2647,5.09354,42.8022,67.0278,-55.3331,-35.1115,64.1285,51.0788,31.6996,34.2265,34.1533,-20.7678,14.4993,
606,-79.6564,-81.7072,-68.0532,1.21769,99.2431,57.3412,90.0449,-79.9066,-96.5697,-45.8052,69.7318,55.5834,50.5051,51.4573,38.5846,-99.7436,-41.966,91.6929,64.1835,46.6964,
607,-15.3722,-40.7514,63.8295,-40.1654,-90.8444,-0.95523,-32.8471,26.5297,90.6064,-1.80364,-61.4734,76.2078,-23.7831,28.9651,75.2129,31.1319,-86.7244,63.6158,-25.5348,-86.4315,
608,35.5876,-48.3993,46.6048,-7.60826,59.6118,42.7168,-14.9937,-96.3988,-85.5464,-42.6679,-79.1559,-32.5724,58.3422,78.6676,-37.6751,17.0629,49.4552,89.9045,-82.3664,-14.2857,
609,5.48418,-98.1445,54.7411,79.9554,-3.15866,53.264,-49.4186,68.7002,91.0215,29.4534,49.443,94.94,-86.5963,80.8344,26.7067,59.0564,-10.6052,-42.2163,57.7746,-38.5601,
610,64.8427,-49.7238,-14.1697,30.2591,-68.2058,53.1236,-3.64696,-71.9169,-95.6481,-4.36109,11.8931,27.5124,-93.6705,26.6701,6.27766,27.3537,-38.432,95.0438,53.325,-73.5527,
611,67.4368,-36.0027,-48.6618,-65.6056,49.7482,90.6186,-68.1509,-45.0423,73.0827,-44.0046,55.1378,28.5501,-34.0556,13.6692,-0.289923,58.684,56.859,17.1484,-55.913,48.8754,
612,-45.7015,-23.7098,2.60934,74.694,-60.9485,-27.72,-93.9451,-47.8744,-72.692,-21.4759,-92.2544,97.0397,33.5368,34.4707,-27.8787,-1.12613,72.1854,79.5709,-36.3567,47.0992,
613,-0.100714,87.9452,33.018,42.0759,6.81478,-71.2943,-56.0106,-51.3352,23.5023,59.0381,-19.4372,-26.8593,-93.3897,-39.433,49.3759,47.148,12.7903,14.951,-42.9365,2.31636,
614,74.0898,80.7489,6.23493,35.9783,-98.8891,3.47606,-59.3921,30.7535,37.8582,96.5758,37.2478,-89.0622,-85.5892,-84.8811,-23.7709,81.6157,60.8448,-85.815,-62.3707,47.8561,
615,-70.2017,99.0539,-58.0004,83.5993,-88.3053,2.03558,-56.7553,-38.1634,-52.7696,76.7266,40.5133,66.6738,-53.8255,57.8906,-6.43635,-17.1484,-81.7194,-19.7119,62.1754,-4.84329,
616,94.1588,14.0294,-77.7154,0.308239,-59.1968,72.808,86.6756,-40.904,78.0999,-31.9742,14.5543,-10.3183,-23.2582,95.4039,26.6335,-62.2364,7.43736,-49.382,-56.3829,-50.9507,
617,7.67541,-20.7556,57.2314,-71.2455,-53.0442,-44.0291,-84.0388,-71.8864,59.6179,-31.3272,-70.4825,57.3901,-66.4602,30.2469,-64.214,-20.5237,56.6271,53.5691,72.6615,57.268,
618,-55.8641,-6.30207,9.24406,35.6792,-80.1447,35.5937,8.63979,41.728,39.5123,-66.3808,7.63268,22.0679,-60.5823,49.1134,92.5413,-11.9602,-44.0901,43.4004,49.6994,50.969,
619,-86.6512,-1.55339,29.8318,-45.9639,-88.2565,62.7918,11.1118,29.8318,86.1751,66.5395,1.43132,90.5393,-72.3624,-74.2973,-58.1957,-97.8332,27.1706,56.3097,73.2414,-69.2495,
620,-59.0747,4.59914,-3.30516,33.8542,50.2792,-77.2393,-4.33058,5.94805,8.11487,99.2737,-55.9008,99.8596,-58.623,-13.9256,18.9428,17.5451,77.0379,-64.8671,97.1557,-39.0362,
621,-60.4541,-69.2801,-65.2455,-66.9912,54.1063,-1.08341,65.6056,-25.4189,93.5301,62.3951,18.3935,20.9998,76.9646,-34.7148,62.2547,-33.5978,-76.4641,51.738,-33.665,4.93485,
622,-61.4185,1.32145,-68.9688,-10.0925,-1.66326,59.9231,86.4498,-77.0806,72.5578,21.7505,-34.8918,-69.5425,-96.1913,-45.616,-40.3974,-69.9088,-65.3188,25.4067,-37.4981,-60.6006,
623,-60.094,94.4884,31.4432,-54.5396,-43.3882,-64.6352,-72.4174,-20.5054,-37.2478,-0.625628,86.7916,-77.2149,-69.4144,83.7764,-68.6819,22.6051,-67.6199,85.8211,-16.5563,26.2001,
